task,split_name,feature_set,model,n_train,n_test,train_label_counts,test_label_counts,accuracy,weighted_f1,balanced_accuracy,macro_f1,auroc,confusion_matrix,labels,error
keloid_binary,grouped_seed2_fold1,modules_only,elastic_net_logreg,83,27,"{'non_keloid': 44, 'keloid': 39}","{'keloid': 23, 'non_keloid': 4}",0.7777777777777778,0.794949494949495,0.6630434782608696,0.6318181818181818,0.5434782608695652,"[[19, 4], [2, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold1,modules_only,linear_svm,83,27,"{'non_keloid': 44, 'keloid': 39}","{'keloid': 23, 'non_keloid': 4}",0.7777777777777778,0.794949494949495,0.6630434782608696,0.6318181818181818,0.5,"[[19, 4], [2, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold1,modules_only,random_forest,83,27,"{'non_keloid': 44, 'keloid': 39}","{'keloid': 23, 'non_keloid': 4}",0.5555555555555556,0.6198830409356725,0.5326086956521738,0.46710526315789475,0.6304347826086957,"[[13, 10], [2, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold1,modules_only,hist_gradient_boosting,83,27,"{'non_keloid': 44, 'keloid': 39}","{'keloid': 23, 'non_keloid': 4}",0.8148148148148148,0.8230452674897119,0.6847826086956521,0.6666666666666666,0.49456521739130443,"[[20, 3], [2, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold1,modules_only,knn,83,27,"{'non_keloid': 44, 'keloid': 39}","{'keloid': 23, 'non_keloid': 4}",0.4444444444444444,0.5179615705931495,0.46739130434782605,0.39097744360902253,0.5380434782608696,"[[10, 13], [2, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold1,modules_only,small_mlp,83,27,"{'non_keloid': 44, 'keloid': 39}","{'keloid': 23, 'non_keloid': 4}",0.8148148148148148,0.8391355708428878,0.8913043478260869,0.7467166979362101,0.9565217391304348,"[[18, 5], [0, 4]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,majority,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.32,0.15515151515151515,0.5,0.24242424242424243,0.5,"[[8, 0], [17, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,stratified_random,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.4,0.41970443349753694,0.39338235294117646,0.3842364532019704,0.3933823529411764,"[[3, 5], [10, 7]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,elastic_net_logreg,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.6,0.6116883116883117,0.6397058823529411,0.5941558441558441,0.7279411764705883,"[[6, 2], [8, 9]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,linear_svm,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.52,0.534025974025974,0.5477941176470589,0.512987012987013,0.625,"[[5, 3], [9, 8]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,random_forest,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.64,0.6518226600985222,0.6691176470588236,0.6305418719211823,0.6764705882352942,"[[6, 2], [7, 10]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,hist_gradient_boosting,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.56,0.5699194847020934,0.6102941176470589,0.5571658615136876,0.6507352941176471,"[[6, 2], [9, 8]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,knn,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.68,0.6080000000000001,0.5330882352941176,0.5,0.5220588235294118,"[[1, 7], [1, 16]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes_plus_modules,small_mlp,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.68,0.6877777777777777,0.6654411764705883,0.6527777777777778,0.7352941176470589,"[[5, 3], [5, 12]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes,majority,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.32,0.15515151515151515,0.5,0.24242424242424243,0.5,"[[8, 0], [17, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes,stratified_random,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.4,0.41970443349753694,0.39338235294117646,0.3842364532019704,0.3933823529411764,"[[3, 5], [10, 7]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes,elastic_net_logreg,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.6,0.6051282051282051,0.6727941176470589,0.5993589743589745,0.75,"[[7, 1], [9, 8]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes,linear_svm,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.48,0.4615780998389694,0.5845588235294118,0.47665056360708535,0.7058823529411765,"[[7, 1], [12, 5]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes,random_forest,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.6,0.6116883116883117,0.6397058823529411,0.5941558441558441,0.6176470588235294,"[[6, 2], [8, 9]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes,hist_gradient_boosting,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.52,0.534025974025974,0.5477941176470589,0.512987012987013,0.6617647058823529,"[[5, 3], [9, 8]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,shared_genes,knn,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.32,0.15515151515151515,0.5,0.24242424242424243,0.5,"[[8, 0], [17, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,majority,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.32,0.15515151515151515,0.5,0.24242424242424243,0.5,"[[8, 0], [17, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,stratified_random,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.4,0.41970443349753694,0.39338235294117646,0.3842364532019704,0.3933823529411764,"[[3, 5], [10, 7]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,elastic_net_logreg,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.64,0.6510016977928693,0.6360294117647058,0.6179966044142615,0.6397058823529412,"[[5, 3], [6, 11]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,linear_svm,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.64,0.6518226600985222,0.6691176470588236,0.6305418719211823,0.6617647058823529,"[[6, 2], [7, 10]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,random_forest,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.56,0.573446519524618,0.5441176470588236,0.5331069609507639,0.5220588235294117,"[[4, 4], [7, 10]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,hist_gradient_boosting,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.64,0.6510016977928693,0.6360294117647058,0.6179966044142615,0.6286764705882353,"[[5, 3], [6, 11]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,knn,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.4,0.41352657004830917,0.42647058823529416,0.3961352657004831,0.4338235294117647,"[[4, 4], [11, 6]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold2,modules_only,small_mlp,71,25,"{'keloid': 37, 'non_keloid': 34}","{'non_keloid': 17, 'keloid': 8}",0.68,0.6841025641025641,0.7647058823529411,0.6794871794871795,0.6176470588235294,"[[8, 0], [8, 9]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,majority,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.42857142857142855,0.2571428571428571,0.5,0.3,0.5,"[[12, 0], [16, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,stratified_random,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.35714285714285715,0.36043956043956044,0.35416666666666663,0.35384615384615387,0.3541666666666667,"[[4, 8], [10, 6]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,elastic_net_logreg,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.8571428571428571,0.8507936507936508,0.8333333333333333,0.8444444444444444,0.828125,"[[8, 4], [0, 16]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,linear_svm,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.5,0.4919786096256685,0.47916666666666663,0.47593582887700536,0.5729166666666667,"[[4, 8], [6, 10]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,random_forest,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.4642857142857143,0.3309631544925663,0.53125,0.36651583710407243,0.6979166666666666,"[[12, 0], [15, 1]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,hist_gradient_boosting,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.39285714285714285,0.24175824175824176,0.4583333333333333,0.28205128205128205,0.6354166666666666,"[[11, 1], [16, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,knn,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.6428571428571429,0.6428571428571429,0.6354166666666667,0.6354166666666667,0.6328125,"[[7, 5], [5, 11]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes_plus_modules,small_mlp,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.4642857142857143,0.4497695852534562,0.4895833333333333,0.45806451612903226,0.5885416666666667,"[[8, 4], [11, 5]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes,majority,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.42857142857142855,0.2571428571428571,0.5,0.3,0.5,"[[12, 0], [16, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes,stratified_random,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.35714285714285715,0.36043956043956044,0.35416666666666663,0.35384615384615387,0.3541666666666667,"[[4, 8], [10, 6]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes,elastic_net_logreg,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.7857142857142857,0.7857142857142857,0.78125,0.78125,0.8489583333333333,"[[9, 3], [3, 13]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes,linear_svm,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.75,0.7339971550497867,0.71875,0.7211948790896159,0.859375,"[[6, 6], [1, 15]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes,random_forest,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.42857142857142855,0.3116123642439432,0.4895833333333333,0.3450292397660819,0.640625,"[[11, 1], [15, 1]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes,hist_gradient_boosting,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.42857142857142855,0.2571428571428571,0.5,0.3,0.6145833333333333,"[[12, 0], [16, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,shared_genes,knn,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.42857142857142855,0.2571428571428571,0.5,0.3,0.5,"[[12, 0], [16, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,majority,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.42857142857142855,0.2571428571428571,0.5,0.3,0.5,"[[12, 0], [16, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,stratified_random,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.35714285714285715,0.36043956043956044,0.35416666666666663,0.35384615384615387,0.3541666666666667,"[[4, 8], [10, 6]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,elastic_net_logreg,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.6785714285714286,0.676453980801807,0.6666666666666667,0.6679841897233202,0.7291666666666666,"[[7, 5], [4, 12]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,linear_svm,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.6428571428571429,0.6371275783040489,0.625,0.625668449197861,0.7083333333333334,"[[6, 6], [4, 12]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,random_forest,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.5,0.3976608187134503,0.5625,0.4269005847953216,0.5885416666666667,"[[12, 0], [14, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,hist_gradient_boosting,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.5357142857142857,0.5231336405529954,0.5625,0.5303225806451612,0.625,"[[9, 3], [10, 6]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,knn,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.6071428571428571,0.5964976958525346,0.6354166666666667,0.6025806451612903,0.7057291666666667,"[[10, 2], [9, 7]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold3,modules_only,small_mlp,130,28,"{'keloid': 77, 'non_keloid': 53}","{'non_keloid': 16, 'keloid': 12}",0.4642857142857143,0.4081632653061224,0.5104166666666667,0.42857142857142855,0.5416666666666666,"[[10, 2], [13, 3]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,majority,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6904761904761905,0.5640509725016768,0.5,0.4084507042253521,0.5,"[[58, 0], [26, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,stratified_random,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.4880952380952381,0.5069810448451225,0.47015915119363394,0.4604929051530993,0.47015915119363394,"[[30, 28], [15, 11]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,elastic_net_logreg,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6666666666666666,0.5870098039215685,0.5039787798408488,0.45955882352941174,0.629973474801061,"[[54, 4], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,linear_svm,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6666666666666666,0.5523809523809524,0.4827586206896552,0.4,0.5974801061007957,"[[56, 2], [26, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,random_forest,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.5595238095238095,0.5529607330373614,0.6704244031830239,0.5589612601106854,0.6717506631299734,"[[22, 36], [1, 25]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,hist_gradient_boosting,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.4642857142857143,0.43594470046082956,0.5908488063660478,0.45806451612903226,0.5722811671087533,"[[15, 43], [2, 24]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,knn,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.5952380952380952,0.5534970238095238,0.46286472148541113,0.4421875,0.4509283819628647,"[[47, 11], [23, 3]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes_plus_modules,small_mlp,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6309523809523809,0.5649122807017543,0.4781167108753316,0.4406015037593985,0.6080901856763926,"[[51, 7], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes,majority,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6904761904761905,0.5640509725016768,0.5,0.4084507042253521,0.5,"[[58, 0], [26, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes,stratified_random,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.4880952380952381,0.5069810448451225,0.47015915119363394,0.4604929051530993,0.47015915119363394,"[[30, 28], [15, 11]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes,elastic_net_logreg,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6666666666666666,0.5870098039215685,0.5039787798408488,0.45955882352941174,0.6392572944297081,"[[54, 4], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes,linear_svm,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6547619047619048,0.5796697130030464,0.49535809018567645,0.4531986531986532,0.6405835543766578,"[[53, 5], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes,random_forest,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.5714285714285714,0.5626623376623376,0.6896551724137931,0.5704545454545455,0.7055702917771883,"[[22, 36], [0, 26]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes,hist_gradient_boosting,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6904761904761905,0.601656314699793,0.5212201591511937,0.47246376811594204,0.6896551724137931,"[[56, 2], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,shared_genes,knn,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6904761904761905,0.5640509725016768,0.5,0.4084507042253521,0.5039787798408488,"[[58, 0], [26, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,majority,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6904761904761905,0.5640509725016768,0.5,0.4084507042253521,0.5,"[[58, 0], [26, 0]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,stratified_random,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.4880952380952381,0.5069810448451225,0.47015915119363394,0.4604929051530993,0.47015915119363394,"[[30, 28], [15, 11]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,elastic_net_logreg,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.5952380952380952,0.5424715635241951,0.45225464190981435,0.42186234817813767,0.5119363395225464,"[[48, 10], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,linear_svm,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6309523809523809,0.5649122807017543,0.4781167108753316,0.4406015037593985,0.5404509283819628,"[[51, 7], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,random_forest,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.4880952380952381,0.46101382488479264,0.6187002652519894,0.4821505376344086,0.5702917771883289,"[[16, 42], [1, 25]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,hist_gradient_boosting,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.4523809523809524,0.4273182957393483,0.5716180371352785,0.4473684210526316,0.5729442970822282,"[[15, 43], [3, 23]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,knn,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6309523809523809,0.5880398671096346,0.4993368700265252,0.4824090638044126,0.523209549071618,"[[49, 9], [22, 4]]","['keloid', 'non_keloid']",
keloid_binary,grouped_seed2_fold4,modules_only,small_mlp,73,84,"{'keloid': 40, 'non_keloid': 33}","{'keloid': 58, 'non_keloid': 26}",0.6309523809523809,0.5649122807017543,0.4781167108753316,0.4406015037593985,0.5643236074270557,"[[51, 7], [24, 2]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,majority,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.47368421052631576,0.3045112781954888,0.5,0.32142857142857145,0.5,"[[9, 0], [10, 0]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,stratified_random,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.2631578947368421,0.2631578947368421,0.26111111111111107,0.26111111111111107,0.26111111111111107,"[[2, 7], [7, 3]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,elastic_net_logreg,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.3684210526315789,0.34688995215311,0.37777777777777777,0.3522727272727273,0.28888888888888886,"[[5, 4], [8, 2]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,linear_svm,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.5263157894736842,0.5183547103051748,0.5333333333333333,0.5210084033613445,0.47777777777777775,"[[6, 3], [6, 4]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,random_forest,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.3684210526315789,0.34688995215311,0.37777777777777777,0.3522727272727273,0.30000000000000004,"[[5, 4], [8, 2]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,hist_gradient_boosting,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.5263157894736842,0.5263157894736842,0.5277777777777778,0.5263157894736842,0.5444444444444445,"[[5, 4], [5, 5]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,knn,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.3684210526315789,0.3684210526315789,0.3666666666666667,0.3666666666666667,0.3166666666666667,"[[3, 6], [6, 4]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes_plus_modules,small_mlp,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.5263157894736842,0.5183547103051748,0.5333333333333333,0.5210084033613445,0.5444444444444445,"[[6, 3], [6, 4]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes,majority,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.47368421052631576,0.3045112781954888,0.5,0.32142857142857145,0.5,"[[9, 0], [10, 0]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes,stratified_random,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.2631578947368421,0.2631578947368421,0.26111111111111107,0.26111111111111107,0.26111111111111107,"[[2, 7], [7, 3]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes,elastic_net_logreg,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.42105263157894735,0.3874904652936689,0.43333333333333335,0.39420289855072466,0.4,"[[6, 3], [8, 2]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes,linear_svm,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.42105263157894735,0.3874904652936689,0.43333333333333335,0.39420289855072466,0.34444444444444444,"[[6, 3], [8, 2]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes,random_forest,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.5263157894736842,0.4651012145748988,0.5444444444444444,0.47384615384615386,0.5555555555555556,"[[8, 1], [8, 2]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes,hist_gradient_boosting,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.42105263157894735,0.41132242370632466,0.4277777777777778,0.4145658263305322,0.4888888888888889,"[[5, 4], [7, 3]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,shared_genes,knn,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.47368421052631576,0.3045112781954888,0.5,0.32142857142857145,0.55,"[[9, 0], [10, 0]]","['keloid', 'non_keloid']",
keloid_binary,leave_accession_out_GSE145725,modules_only,majority,126,19,"{'keloid': 69, 'non_keloid': 57}","{'non_keloid': 10, 'keloid': 9}",0.47368421052631576,0.3045112781954888,0.5,0.32142857142857145,0.5,"[[9, 0], [10, 0]]","['keloid', 'non_keloid']",
