accession,feature_set,model,norm,primary_macro,auroc,n_donors
GSE92566,fibrosis_only,linear_svm,train_reference_quantile,0.25,1.0,3
GSE92566,fibrosis_only,linear_svm,train_combat_lite,0.25,1.0,3
GSE92566,fibrosis_only,ridge_logreg,none,0.25,1.0,3
GSE92566,fibrosis_only,ridge_logreg,train_accession_zscore,0.25,1.0,3
GSE92566,fibrosis_only,ridge_logreg,train_reference_quantile,0.25,1.0,3
GSE92566,fibrosis_only,ridge_logreg,train_combat_lite,0.25,1.0,3
GSE92566,fused_multiview,linear_svm,none,0.25,0.9166666666666667,3
GSE92566,fused_multiview,linear_svm,train_accession_zscore,0.25,1.0,3
GSE92566,fused_multiview,linear_svm,train_reference_quantile,0.4,1.0,3
GSE92566,fused_multiview,linear_svm,train_combat_lite,0.25,1.0,3
GSE92566,fused_multiview,ridge_logreg,none,0.25,1.0,3
GSE92566,fused_multiview,ridge_logreg,train_accession_zscore,0.25,1.0,3
GSE92566,fused_multiview,ridge_logreg,train_reference_quantile,0.25,1.0,3
GSE92566,fused_multiview,ridge_logreg,train_combat_lite,0.25,1.0,3
GSE92566,low_i2_core_only,linear_svm,none,0.4,1.0,3
GSE92566,low_i2_core_only,linear_svm,train_accession_zscore,0.25,1.0,3
GSE92566,low_i2_core_only,linear_svm,train_reference_quantile,1.0,1.0,3
GSE92566,low_i2_core_only,linear_svm,train_combat_lite,0.4,1.0,3
GSE92566,low_i2_core_only,ridge_logreg,none,0.25,1.0,3
GSE92566,low_i2_core_only,ridge_logreg,train_accession_zscore,0.25,1.0,3
GSE92566,low_i2_core_only,ridge_logreg,train_reference_quantile,0.25,1.0,3
GSE92566,low_i2_core_only,ridge_logreg,train_combat_lite,0.4,1.0,3
GSE92566,published_markers_only,linear_svm,none,0.25,1.0,3
GSE92566,published_markers_only,linear_svm,train_accession_zscore,0.4,1.0,3
GSE92566,published_markers_only,linear_svm,train_reference_quantile,0.4,1.0,3
GSE92566,published_markers_only,linear_svm,train_combat_lite,0.4,1.0,3
GSE92566,published_markers_only,ridge_logreg,none,0.4,1.0,3
GSE92566,published_markers_only,ridge_logreg,train_accession_zscore,0.4,1.0,3
GSE92566,published_markers_only,ridge_logreg,train_reference_quantile,1.0,1.0,3
GSE92566,published_markers_only,ridge_logreg,train_combat_lite,0.4,1.0,3
GSE92566,scar_discriminative,linear_svm,none,0.25,0.8333333333333334,3
GSE92566,scar_discriminative,linear_svm,train_accession_zscore,0.25,1.0,3
GSE92566,scar_discriminative,linear_svm,train_reference_quantile,0.25,1.0,3
GSE92566,scar_discriminative,linear_svm,train_combat_lite,0.25,0.9166666666666667,3
GSE92566,scar_discriminative,ridge_logreg,none,0.25,0.8333333333333334,3
GSE92566,scar_discriminative,ridge_logreg,train_accession_zscore,0.25,0.9166666666666667,3
GSE92566,scar_discriminative,ridge_logreg,train_reference_quantile,0.25,1.0,3
GSE92566,scar_discriminative,ridge_logreg,train_combat_lite,0.25,0.9166666666666667,3
Sun_Burns,composition_only,linear_svm,none,0.7564935064935066,0.9044117647058824,1
Sun_Burns,composition_only,linear_svm,train_accession_zscore,0.6753246753246753,0.7647058823529411,1
Sun_Burns,composition_only,linear_svm,train_reference_quantile,0.7028862478777589,0.8455882352941176,1
Sun_Burns,composition_only,linear_svm,train_combat_lite,0.7395833333333333,0.8235294117647058,1
Sun_Burns,composition_only,ridge_logreg,none,0.6794871794871795,0.8014705882352942,1
Sun_Burns,composition_only,ridge_logreg,train_accession_zscore,0.548440065681445,0.75,1
Sun_Burns,composition_only,ridge_logreg,train_reference_quantile,0.6666666666666666,0.8308823529411764,1
Sun_Burns,composition_only,ridge_logreg,train_combat_lite,0.7395833333333333,0.8014705882352942,1
Sun_Burns,rank_programs_only,linear_svm,none,0.75,0.8970588235294117,1
Sun_Burns,rank_programs_only,linear_svm,train_accession_zscore,0.8263888888888888,0.9558823529411764,1
Sun_Burns,rank_programs_only,linear_svm,train_reference_quantile,0.7564935064935066,0.8897058823529411,1
Sun_Burns,rank_programs_only,linear_svm,train_combat_lite,0.8263888888888888,0.9558823529411764,1
Sun_Burns,rank_programs_only,ridge_logreg,none,0.7126436781609196,0.8308823529411764,1
Sun_Burns,rank_programs_only,ridge_logreg,train_accession_zscore,0.8333333333333334,0.9411764705882353,1
Sun_Burns,rank_programs_only,ridge_logreg,train_reference_quantile,0.7564935064935066,0.9411764705882353,1
Sun_Burns,rank_programs_only,ridge_logreg,train_combat_lite,0.8333333333333334,0.9558823529411764,1
Sun_Burns,fibrosis_only,linear_svm,none,0.7181964573268921,0.9411764705882353,1
Sun_Burns,fibrosis_only,linear_svm,train_accession_zscore,0.9131944444444444,0.9779411764705882,1
Sun_Burns,fibrosis_only,linear_svm,train_reference_quantile,0.7564935064935066,0.9485294117647058,1
Sun_Burns,fibrosis_only,linear_svm,train_combat_lite,0.8726655348047538,0.9852941176470589,1
Sun_Burns,fibrosis_only,ridge_logreg,none,0.6753246753246753,0.8529411764705882,1
Sun_Burns,fibrosis_only,ridge_logreg,train_accession_zscore,0.7877758913412564,0.9338235294117647,1
Sun_Burns,fibrosis_only,ridge_logreg,train_reference_quantile,0.7564935064935066,0.9338235294117647,1
Sun_Burns,fibrosis_only,ridge_logreg,train_combat_lite,0.8726655348047538,0.9485294117647058,1
Sun_Burns,fused_multiview,linear_svm,none,0.8333333333333334,0.9191176470588235,1
Sun_Burns,fused_multiview,linear_svm,train_accession_zscore,0.8263888888888888,0.9264705882352942,1
Sun_Burns,fused_multiview,linear_svm,train_reference_quantile,0.75,0.8602941176470588,1
Sun_Burns,fused_multiview,linear_svm,train_combat_lite,0.7126436781609196,0.8823529411764706,1
Sun_Burns,fused_multiview,ridge_logreg,none,0.7877758913412564,0.8897058823529411,1
Sun_Burns,fused_multiview,ridge_logreg,train_accession_zscore,0.7877758913412564,0.9338235294117647,1
Sun_Burns,fused_multiview,ridge_logreg,train_reference_quantile,0.7564935064935066,0.8970588235294117,1
Sun_Burns,fused_multiview,ridge_logreg,train_combat_lite,0.75,0.9264705882352942,1
Sun_Burns,low_i2_core_only,linear_svm,none,0.8263888888888888,0.8602941176470589,1
Sun_Burns,low_i2_core_only,linear_svm,train_accession_zscore,0.7877758913412564,0.8970588235294118,1
Sun_Burns,low_i2_core_only,linear_svm,train_reference_quantile,0.8263888888888888,0.926470588235294,1
Sun_Burns,low_i2_core_only,linear_svm,train_combat_lite,0.8333333333333334,0.9411764705882353,1
Sun_Burns,low_i2_core_only,ridge_logreg,none,0.8726655348047538,0.9411764705882353,1
Sun_Burns,low_i2_core_only,ridge_logreg,train_accession_zscore,0.9131944444444444,0.9485294117647058,1
Sun_Burns,low_i2_core_only,ridge_logreg,train_reference_quantile,0.8726655348047538,0.9632352941176471,1
Sun_Burns,low_i2_core_only,ridge_logreg,train_combat_lite,0.9131944444444444,0.9632352941176471,1
Sun_Burns,published_markers_only,linear_svm,none,0.40476190476190477,0.5,1
Sun_Burns,published_markers_only,linear_svm,train_accession_zscore,0.40476190476190477,0.5,1
Sun_Burns,published_markers_only,linear_svm,train_reference_quantile,0.24242424242424243,0.5,1
Sun_Burns,published_markers_only,linear_svm,train_combat_lite,0.40476190476190477,0.5,1
Sun_Burns,published_markers_only,ridge_logreg,none,0.40476190476190477,0.5,1
Sun_Burns,published_markers_only,ridge_logreg,train_accession_zscore,0.40476190476190477,0.5,1
Sun_Burns,published_markers_only,ridge_logreg,train_reference_quantile,0.24242424242424243,0.5,1
Sun_Burns,published_markers_only,ridge_logreg,train_combat_lite,0.40476190476190477,0.5,1
Sun_Burns,scar_discriminative,linear_svm,none,0.7126436781609196,0.7794117647058822,1
Sun_Burns,scar_discriminative,linear_svm,train_accession_zscore,0.75,0.8970588235294118,1
Sun_Burns,scar_discriminative,linear_svm,train_reference_quantile,0.6305418719211823,0.6985294117647058,1
Sun_Burns,scar_discriminative,linear_svm,train_combat_lite,0.7126436781609196,0.875,1
Sun_Burns,scar_discriminative,ridge_logreg,none,0.75,0.8529411764705882,1
Sun_Burns,scar_discriminative,ridge_logreg,train_accession_zscore,0.75,0.9338235294117647,1
Sun_Burns,scar_discriminative,ridge_logreg,train_reference_quantile,0.7181964573268921,0.8235294117647058,1
Sun_Burns,scar_discriminative,ridge_logreg,train_combat_lite,0.75,0.9191176470588235,1
