sample_id,accession,patient_id,platform_id,modality,processed_modality,cell_type,specimen_compartment,disease_label,keloid_vs_normal,scar_type,lesional_status,treatment,encoder_task,encoder_response,contrast_type,eval_grain,cohort_role,lockbox,allow_accession_level_grouping,split_group,keloid_binary,keloid_binary_all_profiles,keloid_vs_normal_scar,keloid_vs_pathologic_scar,keloid_vs_unaffected_skin,clean_keloid_binary,fibroblast_keloid_binary,is_tissue_for_primary_skin
GSE163973_KF1_Immune_cell,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Immune_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,Immune_cell,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Glandular,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Glandular,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,Glandular,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Neural_cell,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Neural_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,Neural_cell,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Endothelial_cluster_0,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Endothelial_cluster_0,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Endothelial_cluster_5,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Endothelial_cluster_5,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Endothelial_cluster_6,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Endothelial_cluster_6,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Fibroblast_cluster_1,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_1,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_Fibroblast_cluster_3,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_3,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_Fibroblast_cluster_7,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_7,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_Fibroblast_cluster_13,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_13,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_Fibroblast_cluster_14,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_14,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_Glandular_cluster_15,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Glandular,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,Glandular_cluster_15,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Immune_cell_cluster_10,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Immune_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,Immune_cell_cluster_10,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Keratinocyte_cluster_4,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_4,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Keratinocyte_cluster_8,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_8,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Keratinocyte_cluster_12,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_12,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Keratinocyte_cluster_16,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_16,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Lymphatic_endothelial_cluster_11,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Lymphatic_endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Lymphatic_endothelial_cluster_11,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_Neural_cell_cluster_18,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,Neural_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,Neural_cell_cluster_18,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_muscle_fiber_cluster_2,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,muscle_fiber_cluster_2,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_muscle_fiber_cluster_9,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,muscle_fiber_cluster_9,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF1_fib_cluster_0,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_0,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_1,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_1,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_2,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_2,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_3,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_3,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_4,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_4,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_5,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_5,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_6,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_6,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_8,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_8,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_9,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_9,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_10,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_10,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_fib_cluster_12,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_12,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF1_all_cells,GSE163973,KF1,GPL24676,scrna_pseudobulk,scrna_spatial,all_cells,bulk_tissue,keloid,keloid,keloid,lesional,none,keloid_vs_normal,keloid,pseudobulk,donor_tissue,unknown,False,False,scrna_pseudobulk|GSE163973|KF1,keloid,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Fibroblast,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,cell_type,Fibroblast,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_Endothelial,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,cell_type,Endothelial,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_muscle_fiber,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,muscle_fiber,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Keratinocyte,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,cell_type,Keratinocyte,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Immune_cell,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Immune_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,Immune_cell,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Neural_cell,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Neural_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,Neural_cell,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Glandular,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Glandular,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,Glandular,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Lymphatic_endothelial,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Lymphatic_endothelial,endothelial,keloid,keloid,keloid,lesional,none,cell_type,Lymphatic_endothelial,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Endothelial_cluster_0,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Endothelial_cluster_0,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Endothelial_cluster_5,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Endothelial_cluster_5,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Endothelial_cluster_6,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Endothelial_cluster_6,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Fibroblast_cluster_1,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_1,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_Fibroblast_cluster_3,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_3,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_Fibroblast_cluster_7,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_7,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_Fibroblast_cluster_13,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_13,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_Fibroblast_cluster_14,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,celltype_subcluster,Fibroblast_cluster_14,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_Glandular_cluster_15,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Glandular,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,Glandular_cluster_15,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Immune_cell_cluster_10,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Immune_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,Immune_cell_cluster_10,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Keratinocyte_cluster_4,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_4,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Keratinocyte_cluster_8,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_8,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Keratinocyte_cluster_12,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_12,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Keratinocyte_cluster_16,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Keratinocyte,keratinocyte,keloid,keloid,keloid,lesional,none,celltype_subcluster,Keratinocyte_cluster_16,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Lymphatic_endothelial_cluster_11,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Lymphatic_endothelial,endothelial,keloid,keloid,keloid,lesional,none,celltype_subcluster,Lymphatic_endothelial_cluster_11,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_Neural_cell_cluster_18,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,Neural_cell,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,Neural_cell_cluster_18,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_muscle_fiber_cluster_2,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,muscle_fiber_cluster_2,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_muscle_fiber_cluster_9,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,celltype_subcluster,muscle_fiber_cluster_9,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF2_fib_cluster_0,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_0,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_1,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_1,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_2,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_2,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_3,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_3,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_4,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_4,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_5,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_5,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_6,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_6,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_8,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_8,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_9,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_9,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_fib_cluster_10,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,fibroblast_subcluster,fib_cluster_10,cell_state,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
GSE163973_KF2_all_cells,GSE163973,KF2,GPL24676,scrna_pseudobulk,scrna_spatial,all_cells,bulk_tissue,keloid,keloid,keloid,lesional,none,keloid_vs_normal,keloid,pseudobulk,donor_tissue,unknown,False,False,scrna_pseudobulk|GSE163973|KF2,keloid,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF3_muscle_fiber,GSE163973,KF3,GPL24676,scrna_pseudobulk,scrna_spatial,muscle_fiber,scrna_pseudobulk,keloid,keloid,keloid,lesional,none,cell_type,muscle_fiber,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF3,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF3_Endothelial,GSE163973,KF3,GPL24676,scrna_pseudobulk,scrna_spatial,Endothelial,endothelial,keloid,keloid,keloid,lesional,none,cell_type,Endothelial,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF3,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF3_Lymphatic_endothelial,GSE163973,KF3,GPL24676,scrna_pseudobulk,scrna_spatial,Lymphatic_endothelial,endothelial,keloid,keloid,keloid,lesional,none,cell_type,Lymphatic_endothelial,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF3,exclude,keloid,keloid,keloid,exclude,keloid,exclude,False
GSE163973_KF3_Fibroblast,GSE163973,KF3,GPL24676,scrna_pseudobulk,scrna_spatial,Fibroblast,primary_fibroblast,keloid,keloid,keloid,lesional,none,cell_type,Fibroblast,pseudobulk,celltype_pseudobulk,unknown,False,False,scrna_pseudobulk|GSE163973|KF3,exclude,keloid,keloid,keloid,exclude,keloid,keloid,False
