path,method,compressed_size,uncompressed_size,local_offset
images/20190621_p173_slide13_ac1_vz_s1_p1_r8_a8_ac_full_l3_x76_y629_filtered.tiff,8,1677885,12626204,1157215147
images/20190711_p176_slide39_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_filtered.tiff,8,658744,7457354,1158893171
images/20190625_p173_slide10_ac1_vz_s1_p1_r5_a5_ac_full_l32768_x0_y0_filtered.tiff,8,186428,2256476,1159552051
images/20190619_p173_slide31_ac1_vz_s1_p1_r14_a14_ac_full_l2_x277_y0_filtered.tiff,8,455028,4014956,1159738619
images/20190715_p173_slide16_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y0_comp.tiff,8,2851713,24196778,1160193787
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l5_x223_y1835_filtered.tiff,8,1972863,16850636,1163045632
images/20190620_p176_slide5_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_filtered.tiff,8,510622,4026176,1165018636
images/20190715_p176_slide30_ac1_vz_s1_p1_r16_a16_ac_full_l6_x464_y0_comp.tiff,8,1361706,12348152,1165529395
images/20190710_p173_slide36_ac1_vz_s1_p1_r9_a9_ac_full_l1_x3_y0_comp.tiff,8,1184463,10582838,1166891237
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l40_x2066_y820_comp.tiff,8,1290328,10714316,1168075832
images/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l16_x1051_y479_filtered.tiff,8,966392,9425852,1169366298
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l29_x1495_y279_comp.tiff,8,758105,6980096,1170332831
images/20190708_p173_slide26_ac1_vz_s1_p5_r78_a78_ac_full_l2_x71_y461_filtered.tiff,8,1839257,15596036,1171091074
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l41_x2211_y1248_comp.tiff,8,1013870,10115780,1172930472
images/20190708_p173_slide26_ac1_vz_s1_p5_r77_a77_ac_full_l4_x121_y0_filtered.tiff,8,850904,8296712,1173944481
images/20190620_p173_slide34_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_comp.tiff,8,1026248,7935020,1174795525
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l9_x683_y0_comp.tiff,8,1628068,16490372,1175821905
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l30_x1552_y2176_filtered.tiff,8,938021,8823542,1177450109
images/20190620_p173_slide34_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_comp.tiff,8,851550,7304660,1178388273
images/20190715_p173_slide22_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y0_comp.tiff,8,499581,4023422,1179239955
images/20190715_p176_slide30_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_filtered.tiff,8,565444,4390622,1179739668
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l12_x636_y1878_comp.tiff,8,1326809,11281844,1180305250
images/20190621_p173_slide13_ac1_vz_s1_p1_r8_a8_ac_full_l7_x347_y700_filtered.tiff,8,309340,2716292,1181632197
images/20190711_p176_slide39_ac1_vz_s1_p1_r6_a6_ac_full_l3_x70_y0_comp.tiff,8,1560649,16204976,1181941677
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l20_x1056_y3_filtered.tiff,8,653928,6966224,1183502459
images/20190620_p173_slide34_ac1_vz_s1_p1_r6_a6_ac_full_l2_x0_y148_comp.tiff,8,1549295,14194658,1184156527
images/20190715_p173_slide16_ac1_vz_s1_p2_r25_a25_ac_full_l2_x55_y105_filtered.tiff,8,672270,6021908,1185705956
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l43_x2301_y814_comp.tiff,8,1277212,14312060,1186378367
images/20190621_p173_slide4_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_comp.tiff,8,1079508,8542328,1187655717
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l3_x113_y600_comp.tiff,8,505352,4503536,1188735358
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l20_x946_y697_filtered.tiff,8,3728834,32123096,1189240848
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l25_x1165_y343_filtered.tiff,8,1410932,13253912,1192969823
images/20190620_p173_slide19_ac1_vz_s1_p1_r13_a13_ac_full_l32768_x0_y0_filtered.tiff,8,94031,1332662,1194380897
images/20190709_p173_slide2_ac1_vz_s1_p1_r3_a3_ac_full_l1_x0_y0_filtered.tiff,8,344250,3042692,1194475070
images/20190710_p173_slide6_ac1_vz_s1_p1_r1_a1_ac_full_l1_x16_y0_comp.tiff,8,637802,6351164,1194819455
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l4_x235_y489_filtered.tiff,8,558679,5125022,1195457389
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l15_x752_y150_comp.tiff,8,888513,9236132,1196016210
images/20190619_p176_slide43_ac1_vz_s1_p1_r9_a9_ac_full_l2_x346_y217_filtered.tiff,8,1943380,15752708,1196904860
images/20190620_p176_slide5_ac1_vz_s1_p1_r14_a14_ac_full_l1_x0_y128_filtered.tiff,8,870274,7339136,1198848380
images/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_comp.tiff,8,775058,6788132,1199718793
images/20190708_p176_slide33_ac1_vz_s1_p1_r16_a16_ac_full_l7_x552_y779_comp.tiff,8,2125979,16960388,1200493986
images/20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l3_x263_y238_comp.tiff,8,1568435,11754512,1202620103
images/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l14_x762_y650_filtered.tiff,8,731237,6841172,1204188675
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l3_x182_y1886_filtered.tiff,8,408239,4042802,1204920055
images/20190715_p173_slide22_ac1_vz_s1_p1_r27_a27_ac_full_l1_x41_y220_comp.tiff,8,335890,3249242,1205328435
images/20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l5_x605_y427_comp.tiff,8,1233739,10247462,1205664462
images/20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l3_x420_y0_filtered.tiff,8,629024,5364722,1206898338
images/20190708_p173_slide26_ac1_vz_s1_p6_r46_a46_ac_full_l1_x0_y0_filtered.tiff,8,891757,8294876,1207527502
images/20190709_p173_slide2_ac1_vz_s1_p1_r9_a9_ac_full_l32768_x0_y0_filtered.tiff,8,631930,6685316,1208419397
images/20190621_p173_slide13_ac1_vz_s1_p1_r17_a17_ac_full_l8_x776_y314_comp.tiff,8,2217297,17123894,1209051466
images/20190625_p173_slide10_ac1_vz_s1_p1_r18_a18_ac_full_l3_x256_y524_filtered.tiff,8,1297550,9332522,1211268901
images/20190708_p173_slide26_ac1_vz_s1_p4_r26_a26_ac_full_l1_x0_y0_comp.tiff,8,836511,8058644,1212566593
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l34_x1426_y715_comp.tiff,8,1562090,16114604,1213403238
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l10_x700_y577_comp.tiff,8,241219,1945172,1214965466
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l41_x1728_y683_filtered.tiff,8,1794337,18935312,1215206822
images/20190715_p173_slide16_ac1_vz_s1_p2_r27_a27_ac_full_l1_x5_y181_comp.tiff,8,200772,1574912,1217001301
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l4_x79_y1647_filtered.tiff,8,1006007,8555588,1217202209
images/20190620_p176_slide5_ac1_vz_s1_p1_r14_a14_ac_full_l4_x244_y289_filtered.tiff,8,740761,6079844,1218208356
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l22_x1100_y251_comp.tiff,8,1681483,15657644,1218949258
images/20190715_p173_slide22_ac1_vz_s1_p1_r13_a13_ac_full_l1_x0_y0_comp.tiff,8,1440659,11585702,1220630879
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l5_x413_y535_comp.tiff,8,734645,6425012,1222071672
images/20190620_p173_slide19_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_comp.tiff,8,634094,4433972,1222806455
images/20190620_p173_slide19_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y221_comp.tiff,8,1032504,7024364,1223440683
images/20190708_p173_slide26_ac1_vz_s1_p6_r63_a63_ac_full_l1_x0_y185_comp.tiff,8,844208,7663292,1224473321
images/20190708_p176_slide33_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_filtered.tiff,8,2111110,16862060,1225317665
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l18_x934_y2173_comp.tiff,8,468313,4186724,1227428913
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l26_x1411_y1657_filtered.tiff,8,1325463,10516436,1227897364
images/20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y90_comp.tiff,8,1218601,9756332,1229222970
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l2_x130_y1468_filtered.tiff,8,1550791,16356752,1230441706
images/20190619_p173_slide31_ac1_vz_s1_p1_r3_a3_ac_full_l1_x0_y0_comp.tiff,8,877161,6352694,1231992638
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l2_x101_y1380_filtered.tiff,8,1711586,14894072,1232869931
images/20190620_p173_slide34_ac1_vz_s1_p1_r6_a6_ac_full_l1_x50_y483_comp.tiff,8,381674,3815036,1234581658
images/20190619_p176_slide43_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y5_filtered.tiff,8,1197396,12195254,1234963467
images/20190715_p173_slide16_ac1_vz_s1_p2_r27_a27_ac_full_l1_x5_y181_filtered.tiff,8,202955,1574912,1236160999
images/20190620_p173_slide34_ac1_vz_s1_p1_r9_a9_ac_full_l32768_x0_y0_filtered.tiff,8,167085,2062982,1236364094
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l40_x2066_y820_filtered.tiff,8,1307654,10714316,1236531319
images/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l5_x113_y1472_comp.tiff,8,2050808,18644000,1237839115
images/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l3_x211_y313_filtered.tiff,8,650896,6585968,1239890059
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l8_x332_y1481_filtered.tiff,8,2011377,18707852,1240541097
images/20190708_p173_slide26_ac1_vz_s1_p5_r78_a78_ac_full_l2_x71_y461_comp.tiff,8,1818154,15596036,1242552615
images/20190708_p173_slide26_ac1_vz_s1_p5_r77_a77_ac_full_l5_x186_y655_filtered.tiff,8,451122,4106960,1244370906
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l39_x2164_y333_comp.tiff,8,923714,9172484,1244822170
images/20190708_p176_slide33_ac1_vz_s1_p1_r13_a13_ac_full_l1_x0_y0_filtered.tiff,8,1752871,14985668,1245746022
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l41_x2362_y759_filtered.tiff,8,1408970,15014636,1247499031
images/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l7_x217_y829_comp.tiff,8,1032782,8580374,1248908143
images/20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l1_x22_y568_comp.tiff,8,318842,2848178,1249941060
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l27_x1467_y1139_comp.tiff,8,991438,7697156,1250260038
images/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l6_x163_y357_comp.tiff,8,784180,7831388,1251251615
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y1070_comp.tiff,8,1254999,12147314,1252035930
images/20190708_p176_slide33_ac1_vz_s1_p1_r16_a16_ac_full_l3_x78_y596_comp.tiff,8,1235393,10977068,1253291064
images/20190715_p176_slide30_ac1_vz_s1_p1_r16_a16_ac_full_l7_x746_y382_filtered.tiff,8,2101296,17176628,1254526594
images/20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l4_x220_y1251_filtered.tiff,8,956593,9557126,1256628032
images/20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l3_x99_y784_filtered.tiff,8,1081643,10287344,1257584767
images/20190620_p173_slide19_ac1_vz_s1_p1_r22_a22_ac_full_l1_x0_y255_comp.tiff,8,1720085,13850612,1258666550
images/20190620_p173_slide19_ac1_vz_s1_p1_r13_a13_ac_full_l32768_x0_y0_comp.tiff,8,93198,1332662,1260386771
images/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l18_x831_y469_comp.tiff,8,499228,5285060,1260480107
images/20190715_p173_slide16_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y6_filtered.tiff,8,438829,4445192,1260979474
images/20190708_p173_slide26_ac1_vz_s1_p4_r17_a17_ac_full_l1_x0_y0_filtered.tiff,8,654013,6724178,1261418439
images/20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_comp.tiff,8,938855,8309564,1262072590
images/20190620_p173_slide34_ac1_vz_s1_p1_r6_a6_ac_full_l3_x318_y293_comp.tiff,8,357710,3501080,1263011578
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l4_x258_y441_comp.tiff,8,294928,3265154,1263369424
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l36_x1600_y1436_filtered.tiff,8,777477,8554568,1263664488
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l20_x1056_y3_comp.tiff,8,647393,6966224,1264442108
images/20190710_p173_slide36_ac1_vz_s1_p1_r13_a13_ac_full_l4_x250_y0_filtered.tiff,8,882073,7683692,1265089637
images/20190715_p173_slide22_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_filtered.tiff,8,730356,5203460,1265971850
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l12_x703_y2225_comp.tiff,8,1327090,14688644,1266702344
images/20190710_p173_slide6_ac1_vz_s1_p1_r1_a1_ac_full_l1_x16_y0_filtered.tiff,8,649613,6351164,1268029572
images/20190715_p173_slide16_ac1_vz_s1_p1_r8_a8_ac_full_l1_x41_y452_filtered.tiff,8,208911,1728116,1268679321
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l6_x436_y1713_filtered.tiff,8,339532,3535556,1268888371
images/20190620_p176_slide27_ac1_vz_s1_p1_r10_a10_ac_full_l1_x4_y0_comp.tiff,8,1164963,8844452,1269228044
images/20190621_p176_slide36_ac1_vz_s1_p1_r10_a10_ac_full_l1_x1_y17_filtered.tiff,8,1656528,14874080,1270393141
images/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l3_x93_y1195_comp.tiff,8,963063,8023352,1272049808
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l47_x2333_y612_comp.tiff,8,569728,6988460,1273013006
images/20190709_p176_slide47_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y59_filtered.tiff,8,379618,3078188,1273582872
images/20190708_p173_slide26_ac1_vz_s1_p5_r69_a69_ac_full_l1_x3_y3_filtered.tiff,8,776731,8580374,1273962627
images/20190715_p176_slide30_ac1_vz_s1_p1_r8_a8_ac_full_l1_x0_y0_filtered.tiff,8,891853,6801596,1274739496
images/20190715_p173_slide22_ac1_vz_s1_p1_r13_a13_ac_full_l3_x271_y153_filtered.tiff,8,391374,3059012,1275631485
images/20190708_p173_slide39_ac1_vz_s1_p1_r3_a3_ac_full_l1_x2_y0_filtered.tiff,8,323859,3124292,1276023001
images/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l6_x345_y676_comp.tiff,8,949567,9698804,1276346996
images/20190715_p173_slide16_ac1_vz_s1_p1_r8_a8_ac_full_l4_x39_y328_comp.tiff,8,1214081,10667396,1277296701
images/20190715_p176_slide30_ac1_vz_s1_p1_r17_a17_ac_full_l32768_x0_y0_filtered.tiff,8,137570,1903352,1278510917
images/20190715_p173_slide22_ac1_vz_s1_p1_r24_a24_ac_full_l1_x0_y348_comp.tiff,8,270236,2472002,1278648629
images/20190715_p173_slide22_ac1_vz_s1_p1_r11_a11_ac_full_l1_x3_y0_comp.tiff,8,620089,4538114,1278919001
images/20190620_p176_slide27_ac1_vz_s1_p1_r16_a16_ac_full_l3_x420_y0_comp.tiff,8,615122,5364722,1279539224
images/20190709_p173_slide2_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_filtered.tiff,8,806799,7422980,1280154482
images/20190710_p173_slide36_ac1_vz_s1_p1_r9_a9_ac_full_l1_x3_y0_filtered.tiff,8,1197107,10582838,1280961416
images/20190621_p173_slide13_ac1_vz_s1_p1_r3_a3_ac_full_l1_x5_y0_filtered.tiff,8,2725400,20227346,1282158659
images/20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l3_x399_y98_filtered.tiff,8,1052515,6827708,1284884195
images/20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l4_x613_y188_filtered.tiff,8,1912974,16017092,1285936851
images/20190620_p176_slide27_ac1_vz_s1_p1_r13_a13_ac_full_l2_x276_y265_filtered.tiff,8,384024,3537188,1287849967
images/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l4_x209_y1309_comp.tiff,8,1369574,15125204,1288234133
images/20190708_p173_slide26_ac1_vz_s1_p4_r1_a1_ac_full_l1_x0_y0_comp.tiff,8,295754,2988632,1289603846
images/20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l2_x267_y0_comp.tiff,8,784577,5427044,1289899732
images/20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l9_x416_y292_filtered.tiff,8,850564,6586886,1290684445
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l12_x525_y384_comp.tiff,8,2137309,19844234,1291535148
images/20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l1_x30_y871_comp.tiff,8,542168,5065658,1293672594
images/20190620_p173_slide19_ac1_vz_s1_p1_r22_a22_ac_full_l3_x166_y1098_comp.tiff,8,92550,1020643,1294214896
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l5_x413_y535_filtered.tiff,8,744388,6425012,1294307585
images/20190708_p173_slide26_ac1_vz_s1_p4_r23_a23_ac_full_l1_x0_y0_filtered.tiff,8,356131,3478130,1295052115
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l29_x1412_y448_filtered.tiff,8,1140684,10880576,1295408384
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l26_x1220_y1328_filtered.tiff,8,588094,6527828,1296549210
images/20190708_p176_slide33_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y3_comp.tiff,8,3753334,29088086,1297137447
images/20190620_p176_slide27_ac1_vz_s1_p1_r15_a15_ac_full_l3_x209_y423_comp.tiff,8,1563609,13168232,1300890913
images/20190620_p176_slide27_ac1_vz_s1_p1_r11_a11_ac_full_l1_x1_y11_filtered.tiff,8,742067,6518852,1302454660
images/20190621_p176_slide36_ac1_vz_s1_p1_r12_a12_ac_full_l3_x411_y92_comp.tiff,8,2057676,14284928,1303196866
images/20190621_p173_slide13_ac1_vz_s1_p1_r8_a8_ac_full_l4_x54_y1161_comp.tiff,8,3517262,26893556,1305254679
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l7_x326_y2018_filtered.tiff,8,1702718,15787592,1308772077
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l18_x906_y376_filtered.tiff,8,1241216,10837736,1310474936
images/20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l4_x613_y188_comp.tiff,8,1889398,16017092,1311716293
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l31_x1518_y4_comp.tiff,8,1028192,10582532,1313605829
images/20190625_p173_slide10_ac1_vz_s1_p1_r18_a18_ac_full_l6_x386_y63_comp.tiff,8,1276831,8900348,1314634157
images/20190620_p176_slide5_ac1_vz_s1_p1_r9_a9_ac_full_l1_x0_y0_comp.tiff,8,1168248,10500116,1315911125
images/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l16_x816_y68_comp.tiff,8,596666,6308324,1317079504
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l8_x621_y485_filtered.tiff,8,594784,5438672,1317676308
images/20190620_p176_slide5_ac1_vz_s1_p1_r3_a3_ac_full_l1_x0_y0_comp.tiff,8,659177,5005784,1318271234
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l2_x0_y949_filtered.tiff,8,1849608,16461302,1318930542
images/20190621_p173_slide13_ac1_vz_s1_p1_r17_a17_ac_full_l5_x495_y264_filtered.tiff,8,769593,6464588,1320780288
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l14_x715_y1159_comp.tiff,8,1147928,12213206,1321550023
images/20190710_p176_slide8_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_comp.tiff,8,436314,3413972,1322698089
images/20190708_p173_slide26_ac1_vz_s1_p4_r31_a31_ac_full_l2_x232_y0_comp.tiff,8,1699922,15651320,1323134534
images/20190621_p173_slide13_ac1_vz_s1_p1_r17_a17_ac_full_l7_x885_y0_comp.tiff,8,288978,2316248,1324834592
images/20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l2_x245_y364_filtered.tiff,8,2294871,20024468,1325123706
images/20190620_p176_slide27_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y7_comp.tiff,8,967646,8860772,1327418719
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l2_x0_y293_comp.tiff,8,1035988,9980834,1328386497
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l40_x2066_y381_comp.tiff,8,974655,9667592,1329422621
images/20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l12_x525_y384_filtered.tiff,8,2162624,19844234,1330397414
images/20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l6_x721_y194_filtered.tiff,8,1059471,7525796,1332560179
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l29_x1298_y1525_comp.tiff,8,1304351,13078676,1333619791
images/20190711_p176_slide39_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y16_comp.tiff,8,1237991,14895500,1334924281
images/20190715_p173_slide16_ac1_vz_s1_p1_r12_a12_ac_full_l2_x70_y63_filtered.tiff,8,1100778,9666062,1336162405
images/20190621_p173_slide4_ac1_vz_s1_p1_r5_a5_ac_full_l1_x0_y0_comp.tiff,8,1121227,8340164,1337263323
images/20190711_p176_slide39_ac1_vz_s1_p1_r6_a6_ac_full_l5_x316_y193_comp.tiff,8,2848226,28718744,1338384681
images/20190715_p173_slide16_ac1_vz_s1_p2_r25_a25_ac_full_l1_x0_y0_comp.tiff,8,307466,3250772,1341233043
images/20190711_p173_slide28_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_comp.tiff,8,569423,3962018,1341540643
images/20190708_p173_slide39_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_comp.tiff,8,1691198,12571022,1342110198
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l7_x326_y2018_comp.tiff,8,1666216,15787592,1343801528
images/20190620_p173_slide19_ac1_vz_s1_p1_r22_a22_ac_full_l4_x243_y1127_filtered.tiff,8,56799,640080,1345467881
images/20190620_p176_slide27_ac1_vz_s1_p1_r18_a18_ac_full_l2_x48_y131_filtered.tiff,8,969754,8122292,1345524823
images/20190620_p176_slide5_ac1_vz_s1_p1_r14_a14_ac_full_l2_x80_y448_filtered.tiff,8,855120,7240196,1346494718
images/20190715_p173_slide16_ac1_vz_s1_p2_r21_a21_ac_full_l4_x279_y166_comp.tiff,8,105609,904771,1347349978
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l33_x1450_y1120_comp.tiff,8,1208294,13587860,1347455725
images/20190619_p176_slide43_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y0_filtered.tiff,8,1637826,13333166,1348664158
images/20190708_p173_slide26_ac1_vz_s1_p6_r63_a63_ac_full_l2_x180_y0_filtered.tiff,8,1610169,14046146,1350302120
images/20190619_p173_slide31_ac1_vz_s1_p1_r4_a4_ac_full_l32768_x0_y0_filtered.tiff,8,101025,1037473,1351912429
images/20190708_p173_slide26_ac1_vz_s1_p4_r31_a31_ac_full_l1_x0_y91_comp.tiff,8,750183,7633916,1352013594
images/20190625_p173_slide10_ac1_vz_s1_p1_r17_a17_ac_full_l6_x214_y795_filtered.tiff,8,728601,6103610,1352763912
images/20190715_p173_slide22_ac1_vz_s1_p1_r24_a24_ac_full_l3_x113_y408_filtered.tiff,8,3060747,23107724,1353492655
images/20190715_p173_slide16_ac1_vz_s1_p1_r17_a17_ac_full_l4_x235_y489_comp.tiff,8,549495,5125022,1356553544
images/20190715_p176_slide30_ac1_vz_s1_p1_r16_a16_ac_full_l3_x337_y276_comp.tiff,8,1384687,12276548,1357103177
images/20190708_p173_slide26_ac1_vz_s1_p5_r78_a78_ac_full_l4_x405_y266_filtered.tiff,8,1581500,16245674,1358488002
images/20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l27_x980_y872_comp.tiff,8,2548468,25799402,1360069644
images/20190710_p173_slide36_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_filtered.tiff,8,592255,5492222,1362618249
images/20190708_p176_slide33_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y3_filtered.tiff,8,3826296,29088086,1363210640
images/20190708_p173_slide26_ac1_vz_s1_p5_r78_a78_ac_full_l5_x680_y0_filtered.tiff,8,1032207,9728792,1367037072
images/20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l13_x622_y2246_filtered.tiff,8,1342610,13956284,1368069419
images/20190715_p176_slide30_ac1_vz_s1_p1_r16_a16_ac_full_l5_x368_y1225_filtered.tiff,8,2032165,15263618,1369412171
images/20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l31_x1669_y532_comp.tiff,8,1334570,13341224,1371444479
images/20190621_p173_slide13_ac1_vz_s1_p1_r8_a8_ac_full_l10_x521_y1283_comp.tiff,8,1510927,11735642,1372779189
images/20190619_p173_slide8_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y0_comp.tiff,8,1731230,14335724,1374290254
images/20190620_p173_slide34_ac1_vz_s1_p1_r1_a1_ac_full_l1_x0_y0_filtered.tiff,8,859655,7304660,1376021615
images/20190710_p173_slide36_ac1_vz_s1_p1_r13_a13_ac_full_l3_x231_y214_comp.tiff,8,614779,6121460,1376881406
images/20190715_p173_slide22_ac1_vz_s1_p1_r6_a6_ac_full_l1_x0_y0_filtered.tiff,8,506707,4023422,1377496323
images/20190625_p173_slide10_ac1_vz_s1_p1_r9_a9_ac_full_l3_x238_y0_filtered.tiff,8,949887,7353212,1378003166
images/20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l35_x1794_y328_comp.tiff,8,2186710,18863708,1378953191
