image_id,image_number,image_pos_x,image_pos_y,image_shape_h,image_shape_w,crop_number,acquisition_id,bc_depth,bc_invalid,bc_valid,bc_highest_count,bc_second_count,condition_id,condition_name,time_point,barcode,concentration,plate_id,bc_plate,bc_x,bc_y,well_name,sampleblock_id,site_id,acquisition_mcd_acid,acquisition_mcd_roiid,slideac_id,site_mcd_panoramaid,slide_id,slideac_name,slide_number,sampleblock_name,cellline,hastelox,mask_filename_cell,mask_filename_cyto,mask_filename_nucleiexp,image_stack_filename_FullStackComp,image_stack_filename_FullStackFiltered
183,183,0,0,313,265,1,72,30.0,73,44,44,0,85,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 0, 'In115': 1}",0.25,173,1,4,F,F04,1,9,10,10,9,1,9,20190621_p173_slide13_ac1_vz,13,p173,T-REx-293,0,20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_cell.tiff,20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_cyto.tiff,20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_nucleiexp.tiff,20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_comp.tiff,20190621_p173_slide13_ac1_vz_s1_p1_r10_a10_ac_full_l1_x0_y0_filtered.tiff
267,267,238,0,277,260,3,105,30.0,76,51,50,1,85,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 0, 'In115': 1}",0.25,173,1,4,F,F04,1,13,9,9,13,1,13,20190625_p173_slide10_ac1_vz,10,p173,T-REx-293,0,20190625_p173_slide10_ac1_vz_s1_p1_r9_a9_ac_full_l3_x238_y0_cell.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r9_a9_ac_full_l3_x238_y0_cyto.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r9_a9_ac_full_l3_x238_y0_nucleiexp.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r9_a9_ac_full_l3_x238_y0_comp.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r9_a9_ac_full_l3_x238_y0_filtered.tiff
598,598,0,176,231,246,1,220,30.0,86,32,32,0,85,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 1, 'Pd108': 0, 'Pd110': 1, 'In113': 0, 'In115': 1}",0.25,173,1,4,F,F04,1,30,2,2,28,1,28,20190715_p173_slide16_ac1_vz,16,p173,T-REx-293,0,20190715_p173_slide16_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y176_cell.tiff,20190715_p173_slide16_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y176_cyto.tiff,20190715_p173_slide16_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y176_nucleiexp.tiff,20190715_p173_slide16_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y176_comp.tiff,20190715_p173_slide16_ac1_vz_s1_p1_r2_a2_ac_full_l1_x0_y176_filtered.tiff
35,35,339,545,277,240,8,15,30.0,62,33,33,0,93,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,173,1,8,F,F08,1,2,6,6,2,1,2,20190619_p173_slide8_ac1_vz,8,p173,T-REx-293,0,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_cell.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_cyto.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_nucleiexp.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_comp.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l8_x339_y545_filtered.tiff
217,217,263,238,349,330,3,82,30.0,74,47,47,0,93,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,173,1,8,F,F08,1,10,16,16,10,1,10,20190621_p173_slide4_ac1_vz,4,p173,T-REx-293,0,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l3_x263_y238_cell.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l3_x263_y238_cyto.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l3_x263_y238_nucleiexp.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l3_x263_y238_comp.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l3_x263_y238_filtered.tiff
264,264,12,0,203,181,1,104,30.0,46,20,20,0,93,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,173,1,8,F,F08,1,13,6,6,13,1,13,20190625_p173_slide10_ac1_vz,10,p173,T-REx-293,0,20190625_p173_slide10_ac1_vz_s1_p1_r6_a6_ac_full_l1_x12_y0_cell.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r6_a6_ac_full_l1_x12_y0_cyto.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r6_a6_ac_full_l1_x12_y0_nucleiexp.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r6_a6_ac_full_l1_x12_y0_comp.tiff,20190625_p173_slide10_ac1_vz_s1_p1_r6_a6_ac_full_l1_x12_y0_filtered.tiff
359,359,174,143,285,337,3,163,30.0,88,64,63,1,93,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,173,1,8,F,F08,1,19,11,11,17,1,17,20190709_p173_slide2_ac1_vz,2,p173,T-REx-293,0,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l3_x174_y143_cell.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l3_x174_y143_cyto.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l3_x174_y143_nucleiexp.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l3_x174_y143_comp.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l3_x174_y143_filtered.tiff
475,475,217,829,283,297,7,187,30.0,86,60,58,1,93,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.25,173,1,8,F,F08,1,24,6,6,22,1,22,20190710_p173_slide6_ac1_vz,6,p173,T-REx-293,0,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l7_x217_y829_cell.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l7_x217_y829_cyto.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l7_x217_y829_nucleiexp.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l7_x217_y829_comp.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l7_x217_y829_filtered.tiff
36,36,416,292,257,251,9,15,30.0,76,31,31,0,81,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 1, 'In113': 0, 'In115': 1}",0.25,173,1,2,F,F02,1,2,6,6,2,1,2,20190619_p173_slide8_ac1_vz,8,p173,T-REx-293,1,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l9_x416_y292_cell.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l9_x416_y292_cyto.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l9_x416_y292_nucleiexp.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l9_x416_y292_comp.tiff,20190619_p173_slide8_ac1_vz_s1_p1_r6_a6_ac_full_l9_x416_y292_filtered.tiff
218,218,447,64,328,297,4,82,30.0,72,49,48,1,81,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 1, 'In113': 0, 'In115': 1}",0.25,173,1,2,F,F02,1,10,16,16,10,1,10,20190621_p173_slide4_ac1_vz,4,p173,T-REx-293,1,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l4_x447_y64_cell.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l4_x447_y64_cyto.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l4_x447_y64_nucleiexp.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l4_x447_y64_comp.tiff,20190621_p173_slide4_ac1_vz_s1_p1_r16_a16_ac_full_l4_x447_y64_filtered.tiff
357,357,0,0,266,306,1,163,30.0,75,62,60,2,81,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 1, 'In113': 0, 'In115': 1}",0.25,173,1,2,F,F02,1,19,11,11,17,1,17,20190709_p173_slide2_ac1_vz,2,p173,T-REx-293,1,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_cell.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_cyto.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_nucleiexp.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_comp.tiff,20190709_p173_slide2_ac1_vz_s1_p1_r11_a11_ac_full_l1_x0_y0_filtered.tiff
470,470,81,639,267,305,2,187,30.0,102,50,50,0,81,T-REx-293_c0.25_tp72,72.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 1, 'In113': 0, 'In115': 1}",0.25,173,1,2,F,F02,1,24,6,6,22,1,22,20190710_p173_slide6_ac1_vz,6,p173,T-REx-293,1,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l2_x81_y639_cell.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l2_x81_y639_cyto.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l2_x81_y639_nucleiexp.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l2_x81_y639_comp.tiff,20190710_p173_slide6_ac1_vz_s1_p1_r6_a6_ac_full_l2_x81_y639_filtered.tiff
37,37,48,635,232,220,1,16,30.0,62,24,23,1,102,DLD-1_c0.5_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.5,176,1,2,G,G02,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,DLD-1,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l1_x48_y635_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l1_x48_y635_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l1_x48_y635_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l1_x48_y635_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l1_x48_y635_filtered.tiff
153,153,0,191,367,387,1,54,30.0,179,42,39,2,102,DLD-1_c0.5_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.5,176,1,2,G,G02,2,7,22,22,7,1,7,20190620_p176_slide27_ac1_vz,27,p176,DLD-1,0,20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l1_x0_y191_cell.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l1_x0_y191_cyto.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l1_x0_y191_nucleiexp.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l1_x0_y191_comp.tiff,20190620_p176_slide27_ac1_vz_s1_p1_r22_a22_ac_full_l1_x0_y191_filtered.tiff
232,232,111,0,199,204,2,90,30.0,60,23,23,0,102,DLD-1_c0.5_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.5,176,1,2,G,G02,2,11,5,5,11,1,11,20190621_p176_slide36_ac1_vz,36,p176,DLD-1,0,20190621_p176_slide36_ac1_vz_s1_p1_r5_a5_ac_full_l2_x111_y0_cell.tiff,20190621_p176_slide36_ac1_vz_s1_p1_r5_a5_ac_full_l2_x111_y0_cyto.tiff,20190621_p176_slide36_ac1_vz_s1_p1_r5_a5_ac_full_l2_x111_y0_nucleiexp.tiff,20190621_p176_slide36_ac1_vz_s1_p1_r5_a5_ac_full_l2_x111_y0_comp.tiff,20190621_p176_slide36_ac1_vz_s1_p1_r5_a5_ac_full_l2_x111_y0_filtered.tiff
344,344,0,0,298,307,1,158,30.0,137,26,25,1,102,DLD-1_c0.5_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.5,176,1,2,G,G02,2,18,16,16,16,1,16,20190708_p176_slide33_ac1_vz,33,p176,DLD-1,0,20190708_p176_slide33_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y0_cell.tiff,20190708_p176_slide33_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y0_cyto.tiff,20190708_p176_slide33_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y0_nucleiexp.tiff,20190708_p176_slide33_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y0_comp.tiff,20190708_p176_slide33_ac1_vz_s1_p1_r16_a16_ac_full_l1_x0_y0_filtered.tiff
478,478,11,1138,315,346,1,188,30.0,125,47,44,1,102,DLD-1_c0.5_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.5,176,1,2,G,G02,2,25,6,6,23,1,23,20190710_p176_slide23_ac1_vz,23,p176,DLD-1,0,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l1_x11_y1138_cell.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l1_x11_y1138_cyto.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l1_x11_y1138_nucleiexp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l1_x11_y1138_comp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l1_x11_y1138_filtered.tiff
734,734,0,0,305,346,1,264,30.0,120,20,19,1,102,DLD-1_c0.5_tp96,96.0,"{'Pd102': 1, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 0, 'Pd110': 0, 'In113': 1, 'In115': 1}",0.5,176,1,2,G,G02,2,34,7,7,31,1,30,20190715_p176_slide30_ac1_vz,30,p176,DLD-1,0,20190715_p176_slide30_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_cell.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_cyto.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_nucleiexp.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_comp.tiff,20190715_p176_slide30_ac1_vz_s1_p1_r7_a7_ac_full_l1_x0_y0_filtered.tiff
38,38,510,2087,401,358,10,16,30.0,161,50,47,1,114,DLD-1_c0.5_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.5,176,1,8,G,G08,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,DLD-1,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l10_x510_y2087_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l10_x510_y2087_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l10_x510_y2087_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l10_x510_y2087_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l10_x510_y2087_filtered.tiff
366,366,555,1863,304,268,11,168,30.0,109,36,35,1,114,DLD-1_c0.5_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.5,176,1,8,G,G08,2,20,15,15,18,1,18,20190709_p176_slide11_ac1_vz,11,p176,DLD-1,0,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l11_x555_y1863_cell.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l11_x555_y1863_cyto.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l11_x555_y1863_nucleiexp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l11_x555_y1863_comp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l11_x555_y1863_filtered.tiff
406,406,622,2246,382,358,13,172,30.0,163,49,47,1,114,DLD-1_c0.5_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.5,176,1,8,G,G08,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,DLD-1,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l13_x622_y2246_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l13_x622_y2246_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l13_x622_y2246_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l13_x622_y2246_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l13_x622_y2246_filtered.tiff
493,493,1089,2329,332,278,24,188,30.0,105,47,47,0,114,DLD-1_c0.5_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.5,176,1,8,G,G08,2,25,6,6,23,1,23,20190710_p176_slide23_ac1_vz,23,p176,DLD-1,0,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l24_x1089_y2329_cell.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l24_x1089_y2329_cyto.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l24_x1089_y2329_nucleiexp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l24_x1089_y2329_comp.tiff,20190710_p176_slide23_ac1_vz_s1_p1_r6_a6_ac_full_l24_x1089_y2329_filtered.tiff
678,678,616,2164,368,357,13,254,30.0,145,33,33,0,114,DLD-1_c0.5_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 0, 'Pd108': 1, 'Pd110': 1, 'In113': 1, 'In115': 0}",0.5,176,1,8,G,G08,2,33,4,4,30,1,12,20190715_p176_slide14_ac1_vz,14,p176,DLD-1,0,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l13_x616_y2164_cell.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l13_x616_y2164_cyto.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l13_x616_y2164_nucleiexp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l13_x616_y2164_comp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l13_x616_y2164_filtered.tiff
39,39,637,1874,204,197,11,16,30.0,48,33,32,1,78,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 0, 'In115': 1}",0.25,176,1,10,E,E10,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,DLD-1,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l11_x637_y1874_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l11_x637_y1874_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l11_x637_y1874_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l11_x637_y1874_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l11_x637_y1874_filtered.tiff
176,176,0,2,171,200,1,65,30.0,41,23,23,0,78,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 0, 'In115': 1}",0.25,176,1,10,E,E10,2,8,4,4,8,1,8,20190620_p176_slide5_ac1_vz,5,p176,DLD-1,0,20190620_p176_slide5_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y2_cell.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y2_cyto.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y2_nucleiexp.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y2_comp.tiff,20190620_p176_slide5_ac1_vz_s1_p1_r4_a4_ac_full_l1_x0_y2_filtered.tiff
398,398,503,1561,335,331,9,168,30.0,143,45,44,1,78,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 0, 'In115': 1}",0.25,176,1,10,E,E10,2,20,15,15,18,1,18,20190709_p176_slide11_ac1_vz,11,p176,DLD-1,0,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l9_x503_y1561_cell.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l9_x503_y1561_cyto.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l9_x503_y1561_nucleiexp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l9_x503_y1561_comp.tiff,20190709_p176_slide11_ac1_vz_s1_p1_r15_a15_ac_full_l9_x503_y1561_filtered.tiff
405,405,659,1979,310,299,12,172,30.0,108,40,40,0,78,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 0, 'In115': 1}",0.25,176,1,10,E,E10,2,21,7,7,19,1,19,20190709_p176_slide16_ac1_vz,16,p176,DLD-1,0,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l12_x659_y1979_cell.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l12_x659_y1979_cyto.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l12_x659_y1979_nucleiexp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l12_x659_y1979_comp.tiff,20190709_p176_slide16_ac1_vz_s1_p1_r7_a7_ac_full_l12_x659_y1979_filtered.tiff
532,532,0,1099,292,300,2,190,30.0,119,40,39,1,78,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 0, 'In115': 1}",0.25,176,1,10,E,E10,2,26,14,14,24,1,24,20190710_p176_slide8_ac1_vz,8,p176,DLD-1,0,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l2_x0_y1099_cell.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l2_x0_y1099_cyto.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l2_x0_y1099_nucleiexp.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l2_x0_y1099_comp.tiff,20190710_p176_slide8_ac1_vz_s1_p1_r14_a14_ac_full_l2_x0_y1099_filtered.tiff
677,677,636,1878,337,328,12,254,30.0,111,39,39,0,78,DLD-1_c0.25_tp96,96.0,"{'Pd102': 1, 'Pd104': 0, 'Pd105': 1, 'Pd106': 1, 'Pd108': 0, 'Pd110': 0, 'In113': 0, 'In115': 1}",0.25,176,1,10,E,E10,2,33,4,4,30,1,12,20190715_p176_slide14_ac1_vz,14,p176,DLD-1,0,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l12_x636_y1878_cell.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l12_x636_y1878_cyto.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l12_x636_y1878_nucleiexp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l12_x636_y1878_comp.tiff,20190715_p176_slide14_ac1_vz_s1_p1_r4_a4_ac_full_l12_x636_y1878_filtered.tiff
40,40,525,384,441,441,12,16,30.0,201,59,59,0,30,DLD-1_c1.0_tp96,96.0,"{'Pd102': 0, 'Pd104': 1, 'Pd105': 0, 'Pd106': 1, 'Pd108': 1, 'Pd110': 0, 'In113': 1, 'In115': 0}",1.0,176,1,6,C,C06,2,3,6,6,3,1,3,20190619_p176_slide20_ac1_vz,20,p176,DLD-1,0,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l12_x525_y384_cell.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l12_x525_y384_cyto.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l12_x525_y384_nucleiexp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l12_x525_y384_comp.tiff,20190619_p176_slide20_ac1_vz_s1_p1_r6_a6_ac_full_l12_x525_y384_filtered.tiff
